Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.108,muertes.109,muertes.110,muertes.112,muertes.114,muertes.122,muertes.114,muertes.Total 
7406,3,,,,,,,,,,,,,,,1,,1,,,,,,,2,,,,,,,2,,,1,1,2,,2,1,2,1,2,1,2,1,2,2,1,2,3,4,1,2,2,5,2,2,3,2,5,1,6,4,3,2,4,6,2,4,2,5,4,4,12,8,5,3,10,8,11,7,7,6,11,9,8,11,5,4,3,4,7,,2,3,6,3,1,,1,,,,,,,,,,,,,,265,
7407,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,1,,,1,1,,1,,1,,,2,,2,,2,2,,2,1,1,2,2,1,2,1,2,2,3,,2,4,3,3,2,2,3,3,3,4,8,5,6,4,2,2,2,1,,1,3,1,2,2,1,,,,,,,1,,,,,,,,,,,,105,
7408,,,,,,,,,,,,,,,,,1,,,1,,,,1,1,,,,,,,,1,,,,,,,,,1,,,1,1,1,1,1,,3,1,,1,,1,1,4,,1,,2,2,4,1,2,2,1,1,,1,6,3,,5,3,3,2,1,4,3,2,3,,4,,1,1,1,1,,,1,1,,,2,1,1,,,,,,,,,,,,,,,,88,
8101,22,2,1,2,,1,,1,1,,3,,1,3,2,1,2,2,2,1,2,1,3,1,2,4,,2,4,2,7,2,1,1,3,3,7,2,4,3,2,5,5,5,11,9,6,9,7,8,11,6,8,9,9,9,14,11,18,18,18,14,15,16,29,25,21,21,22,23,20,22,28,26,22,35,18,26,29,34,34,46,40,44,28,34,32,26,36,36,21,23,17,24,16,13,12,11,7,4,2,1,3,,,2,,,,,,,,,1257,
8102,12,,,1,,,,,,,,1,1,,,,,,1,2,1,,4,1,1,1,,2,,2,,,,,,1,3,2,1,1,2,3,2,1,1,3,7,3,2,6,5,9,6,6,5,7,9,7,8,7,12,11,4,6,13,7,7,8,13,14,9,15,14,12,15,11,11,10,21,15,23,14,22,22,16,17,7,17,7,7,12,4,9,4,3,2,1,,1,,1,,,,1,,,,,,,,,,555,
8103,11,,1,,,,,,,,,,,,,,,,,,1,,1,,2,,1,1,,,,3,,,1,,1,2,1,3,1,,1,3,4,3,4,2,,1,2,3,4,5,3,4,4,6,5,1,3,8,6,5,8,4,11,8,3,8,9,12,6,11,10,3,12,7,8,12,13,11,12,7,13,9,4,10,9,12,9,9,3,5,9,2,6,2,3,1,1,,,,,,,,,,,,,,389,
8104,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,1,1,,1,,,,,1,,2,,,,1,1,1,1,1,1,,1,,,4,,2,,4,1,7,2,,2,3,1,2,2,2,5,2,1,2,1,,1,1,1,1,,,1,,,,1,,,,,,,,,,,,,,,69,
8105,1,,,,,,,,,,,,,,,1,,,1,,,,,1,1,,,1,,,,1,2,1,,,,1,1,,,,,2,1,2,1,1,1,,,,1,1,1,1,1,3,,2,2,1,,2,2,5,2,2,2,1,1,3,5,1,3,2,3,4,3,1,4,5,3,4,4,2,3,3,1,3,3,3,1,1,2,1,,1,,,,,,,1,,,,,,,,,,120,
8106,4,1,,,,,,,,,,,,,1,,,,1,1,1,1,2,,,2,,1,,,,1,,2,1,,2,2,1,4,1,2,1,2,4,1,,,,2,1,1,5,1,3,4,3,5,4,13,5,5,6,3,6,1,9,7,1,9,12,7,7,7,8,8,3,3,8,8,14,15,12,8,8,10,11,8,6,1,5,1,,,4,2,1,1,1,,,,,,,,,,,,,,,,312,
8107,9,1,,1,1,,,,,,,,,,,,,,1,3,,1,1,3,1,,1,,,,,1,,,,,1,1,,,,3,3,1,2,1,1,3,,2,1,2,3,3,8,4,,5,2,4,4,3,3,4,5,3,6,8,3,8,5,8,4,6,2,5,7,4,7,7,6,5,12,8,10,6,3,10,5,6,4,1,3,5,1,1,3,1,2,1,1,,,,,,,,,,,,,,270,
8108,12,2,2,,,,1,,,,1,,,,,1,1,1,1,1,2,1,,1,,,,1,,,1,2,4,,1,1,1,,2,2,2,1,8,2,,2,4,1,7,2,6,4,5,7,4,8,3,6,4,7,10,8,10,9,10,6,13,8,10,11,4,12,7,11,8,9,14,9,10,8,5,10,11,13,6,6,6,8,8,4,10,5,2,6,8,3,,3,,1,,,,,,1,,,,,,,,,428,
8109,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,2,1,1,,1,1,,1,,1,,1,,1,,,1,1,2,2,1,2,5,2,4,4,2,2,2,1,1,,3,4,2,3,1,,2,3,5,2,2,3,3,2,2,4,4,1,,2,1,,,,1,,,,,,,,,,,,,,98,
8110,12,1,1,2,,,,,,,,1,1,,1,1,1,1,,1,2,4,5,1,8,2,2,1,,1,3,,2,2,4,2,,3,2,1,1,8,4,5,4,4,11,5,4,6,6,10,16,15,15,8,11,13,9,9,14,13,13,12,11,23,17,16,18,18,25,17,22,21,20,19,23,26,25,29,25,35,30,29,23,21,20,16,21,8,22,15,12,16,13,8,4,8,4,3,1,,1,,,,2,,1,,,,,,952,
8111,2,2,,1,,,,,,,,,,,1,,,1,,,2,,2,,1,1,,1,,,1,1,2,,,1,1,,,1,1,,3,,1,,1,2,3,2,,4,1,3,5,1,3,4,3,4,4,,6,5,6,9,7,6,12,6,5,5,9,10,10,9,6,10,8,8,11,15,11,6,11,7,9,7,8,5,8,6,4,5,3,6,3,4,,,,1,1,,,,,,,,,,,,334,
8112,8,,,,,,,,,,,,,,,,1,1,1,,3,1,1,,,,1,,,,1,,1,1,1,2,2,1,3,,1,2,2,1,1,2,3,2,3,3,2,1,4,7,6,3,8,6,3,4,5,4,12,12,11,7,10,5,5,13,10,13,9,10,13,13,12,12,18,15,16,12,19,17,13,14,11,6,9,8,10,7,2,4,2,4,2,5,3,,1,1,,1,,,1,,,,,,,,470,
8201,2,1,,,,,,,,,,,,2,,1,1,1,1,,,1,1,,,,1,,,1,1,,,1,,,,1,,1,2,2,,,1,,1,3,1,2,,1,2,1,3,4,,1,2,1,5,3,3,,3,2,4,3,3,3,4,1,3,3,4,4,3,6,7,5,4,5,4,2,6,3,4,2,4,4,5,3,3,1,1,,,2,,,,,,,,,,,,,,,,,166,
8202,6,,,,,,,,,1,1,,,,,,,,1,,,2,,1,,,1,1,,,,1,1,,,,,2,,1,1,,2,1,1,1,1,2,1,1,2,4,3,3,5,2,,4,4,1,2,2,5,2,6,6,4,4,4,1,1,3,5,5,2,1,5,6,4,2,4,4,6,3,4,3,7,5,3,3,4,7,2,1,1,,4,2,,2,1,,,,,,,,,,,,,,194,
8203,7,,,,,,,,,,1,,,,,,,,,2,,2,,,,1,,1,,2,,,1,,,,1,,1,,,1,,,,1,3,1,1,3,,3,2,3,1,2,3,3,2,2,,2,2,4,9,3,4,7,7,2,4,2,3,3,1,4,7,5,7,9,9,6,8,5,4,4,7,7,7,2,4,2,4,3,1,3,2,1,,,,,,,,,,,,,,,,,214,
8204,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,1,,,1,,,1,1,,2,2,,,,,,2,1,2,1,,,,2,,2,2,1,1,2,2,1,1,1,1,,2,1,1,1,2,1,,1,,,,,,,,,,,,,,,,,,,,44,
8205,5,,,,,,,1,,,,,1,,1,1,1,,,2,2,1,,1,,1,,,1,,,,1,1,1,,,,,,4,,1,2,,2,2,1,1,1,4,,3,3,2,1,1,2,2,1,1,1,2,3,3,6,3,1,6,8,4,6,5,2,2,8,2,3,6,5,4,4,3,4,11,6,3,4,2,1,2,4,3,,1,2,,3,2,,2,,,,,,,,,,,,,,192,
8206,2,,,,,1,,1,,,,,,,,,1,1,1,,1,,,,2,,1,,1,,,2,,,1,,,,,,1,,,,1,2,1,,2,1,1,,2,2,4,2,2,2,3,1,1,1,2,3,1,1,2,2,1,4,2,,5,4,1,2,1,5,2,2,5,3,2,5,2,3,2,5,2,2,3,3,,,3,2,,,,1,,,,,,,,,,,,,,,127,
8207,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,3,1,,,1,,,,,,,1,,,,,,,2,,,,,2,1,1,1,2,2,1,,2,2,2,1,1,,2,1,,2,2,1,3,3,2,1,1,1,,1,1,,2,3,,,,,,,,,,,,,,,,,,,,,55,
8301,26,1,1,1,1,2,1,,,2,,,,,1,1,1,4,2,4,1,3,,4,3,2,4,2,2,2,6,1,1,5,3,6,1,1,5,1,4,3,5,4,7,6,11,5,3,6,11,13,6,12,9,12,19,14,11,10,21,12,16,16,15,16,18,20,16,26,32,19,20,18,21,25,27,22,30,26,35,29,33,31,28,24,24,21,20,28,15,18,14,16,12,8,3,3,7,6,1,2,,,1,,,,,,,,,,1067,
8302,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,1,,1,1,,,,,,1,,,,,,2,,,1,2,,,3,,1,,1,1,,,1,1,,1,,1,1,3,,1,,,,1,,,,,,,,,,,,,,,,,,,,,29,
8303,4,,,,,,,,,,,,1,,,1,,,,,,1,,,,1,1,,1,1,,2,,,1,,,,1,,,,,1,,,1,1,2,2,2,1,2,,1,,,,4,3,1,2,2,4,1,4,4,1,2,4,7,1,4,1,4,4,1,2,5,2,3,7,3,5,3,2,3,3,2,1,4,2,2,1,,1,1,1,,,,,,,,,,,,,,,,,135,
8304,3,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,1,,,,,1,1,,2,,,,,1,,2,2,,1,1,,,3,,3,1,3,,3,5,1,3,1,1,1,1,,6,2,1,1,8,4,6,4,2,1,3,1,4,1,4,1,4,1,7,3,,4,5,2,3,1,5,1,,1,2,,,,,,,,,,,,,,,,,,,132,
8305,6,,,1,,,,,1,,,,,,,,,1,,1,,,,2,1,,1,,,,,,1,2,,,,,1,,2,1,,1,1,,,1,1,1,3,5,3,,1,3,,2,4,2,2,4,1,1,4,,5,1,5,6,2,2,4,2,7,5,5,1,4,5,5,9,8,11,4,3,3,2,4,4,5,1,4,3,1,1,1,3,,,,1,,,,,,,,,,,,,188,
8306,4,,,,,,1,,1,,1,,,,,,,2,,1,,,1,,,,1,1,1,1,,,2,1,,,2,,1,,1,,2,,,,1,,1,2,1,2,1,3,3,2,2,1,1,3,4,3,2,2,4,6,3,2,3,1,2,2,2,3,4,3,7,6,3,4,1,2,1,11,4,6,4,5,2,6,1,1,3,3,3,1,1,,2,,,1,,,,,,,,,,,,,171,
8307,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,2,,1,,,,,,,,,2,,,1,3,1,,1,1,,2,2,2,2,2,,3,2,1,3,,2,,1,3,2,2,,2,1,1,1,,,,2,,1,,,,,,,,,,,,,,,,53,
8308,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,1,,,1,1,,1,,,,1,1,1,1,,,1,,1,1,2,,3,1,3,1,,1,1,,1,2,,2,,,,,,1,,,,,,,,,,,,,,,33,
8309,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,2,,,1,1,,1,2,1,1,1,,,1,2,3,2,3,3,2,2,1,3,2,1,3,,1,2,,2,1,2,3,2,,1,1,3,2,1,1,1,,,,1,,,,1,,,,,,,,,,,,,,66,
8310,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,1,,1,,,,,,,,,,1,,5,,,1,,2,,1,1,1,,,1,,1,,1,1,2,,1,2,,1,,,1,,,,,,,,,,,,,,,,,,29,
8311,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,2,,1,,1,1,,2,1,,,,,,1,,,2,2,,2,1,,1,2,,2,1,2,2,2,4,5,,2,3,1,2,,5,3,4,5,6,3,6,2,7,3,2,4,2,3,4,5,1,1,4,,,,,1,1,,,,,,,,,,,,,,121,
8312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,1,,1,,,2,,,1,,,1,2,,1,,,1,1,1,,2,1,,1,,1,,2,2,1,2,1,3,2,3,2,7,3,6,,6,7,1,6,4,5,4,2,6,2,2,3,1,2,1,1,1,,2,,,,,,,,,,,,,,,,110,
8313,3,,,,,,,,,,,,,,,,1,,1,,,,2,,2,,,,,1,,1,1,,,2,,,,1,,,,,2,2,1,1,2,,2,1,2,,3,2,3,4,1,1,2,2,2,,3,3,2,3,2,4,4,3,4,1,2,4,6,8,3,3,6,6,6,12,5,2,3,,2,7,5,2,2,2,5,2,,3,,,,,,,,,,,,,,,,,173,
8314,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,2,2,,1,,,,1,,,,,1,,1,,1,,,1,,,,1,3,1,,,1,,,2,,,,,1,,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,31,
8401,9,1,,,,,,,,,,,,1,,2,,3,1,1,1,1,2,2,1,3,,2,1,5,4,5,2,5,1,4,2,2,10,4,2,8,4,3,7,6,7,16,11,7,13,13,5,10,15,10,16,9,19,16,14,17,17,15,26,14,10,21,25,20,18,30,30,21,25,22,30,29,21,29,41,25,34,34,35,28,25,30,28,19,24,20,18,15,12,7,15,7,4,1,3,2,3,,,,,,,,,,,,1136,
8402,1,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,2,1,,,,,1,,1,,2,2,2,,2,1,1,1,2,2,2,4,1,1,5,4,2,2,4,5,5,4,5,1,2,4,6,5,3,7,6,4,7,2,2,7,3,2,3,4,,,7,1,8,1,1,,1,,,,,,,,,,,,,,,,,,156,
8403,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,2,,,,,,1,,,1,,,1,,,,1,,,,1,2,2,,1,,,2,,2,1,2,3,,1,2,1,3,1,2,3,,,2,2,1,1,2,1,,1,,1,,,,1,,,,,,,,,,,,52,
8404,3,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,1,2,1,1,2,1,2,2,,,,1,,,2,,2,1,1,3,4,2,1,3,,1,3,,3,2,3,,7,2,2,4,4,2,4,2,2,,3,2,3,3,2,4,5,5,2,2,1,1,3,2,1,2,1,,1,,,,,,,,,,,,,,,123,
8405,2,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,1,,1,,,,,,,1,1,1,1,1,1,2,,2,4,2,1,5,1,4,3,2,4,3,1,5,1,1,3,4,1,2,4,3,4,7,6,5,2,4,2,8,2,3,1,7,3,3,1,2,1,1,3,2,1,,1,,1,,,,,,,,,,,,,,,141,
8406,3,,,,,1,,,,,,,,,,,2,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,1,,,1,1,,1,2,1,2,1,,,2,2,4,2,2,2,,5,6,,1,2,1,3,4,1,1,3,5,3,1,3,3,5,3,3,3,2,4,2,4,1,1,2,1,,2,,,,,,,,,,,,,,,,,,,,,,108,
8407,2,,,,,,,,,,1,,,,,,,1,,,,1,,1,,,,,,,1,,,,,,,2,,1,1,,,,,3,1,1,,2,1,1,,,2,,1,3,2,2,1,3,,1,,,2,3,2,3,3,,3,3,1,4,6,6,1,,3,4,2,1,1,4,2,8,,2,1,2,2,,,,1,,,,,,,,,,,,,,,,,,105,
8408,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,1,,,1,,,1,,,1,,,,,,2,1,,2,1,1,2,2,1,1,,,,,2,1,1,2,2,,,2,1,1,1,,1,,,,,,,1,,,,,,,,,,,,,,,,38,
8409,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,1,,,,1,,,,,1,1,,,2,,1,,1,1,,,1,,1,1,3,1,1,3,1,,2,2,1,,1,1,3,5,2,3,3,2,4,5,2,1,2,1,3,2,3,1,,1,,1,1,,,,,,,,,,,,,,,,76,
8410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,1,,,1,,,,,1,1,1,,,,,,1,1,,,,,,,,2,1,1,1,,,,2,1,,2,1,,1,2,3,1,3,1,1,,2,2,2,3,4,1,1,2,2,1,,1,,1,,,,,,,,,,,,,,,,,,,55,
8411,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,1,,,,,1,,,,,,,,,,,,1,,1,,,2,1,,1,,1,1,,3,2,2,1,,2,,1,2,4,2,3,2,1,3,1,,2,2,2,3,1,3,4,1,1,,,1,1,2,1,,,,,,,,,,,,,,,,,,,,68,
8412,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,1,,,2,,3,,,1,1,,,,1,,1,,2,,1,1,,,,1,1,1,1,1,,1,1,1,,2,2,3,,1,,1,,1,2,,2,3,4,1,,1,1,2,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,55,
8413,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,1,1,,1,,1,1,1,3,3,2,,1,,,1,3,,1,2,,2,1,1,4,,1,1,2,2,1,1,4,4,3,2,3,2,1,3,2,3,3,4,3,3,3,4,2,1,4,2,2,5,2,1,1,2,2,1,1,,,,,1,,,,,,,,,,,,118,
8414,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,1,,,1,,,,1,,1,,,,,,,,,1,,,1,,1,1,,1,1,,2,3,2,1,,,1,1,,,3,3,4,1,2,1,2,4,7,1,1,2,5,2,2,4,4,2,2,5,3,3,1,1,,1,2,,1,1,1,,,,,,,,,,,,,,,,,,94,
8415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,2,,,,1,,1,1,,1,,2,1,,,1,,,,1,3,,1,,1,,,,,,3,6,,2,3,2,,,1,5,3,2,2,2,,1,1,,,,,,,,,,,,,,,,,,,,51,
8416,6,,,,,,,,,2,,,,,,1,,1,,1,,1,1,,1,,,2,,1,,,2,3,,2,,1,1,1,,1,1,2,,5,3,1,,3,5,5,2,5,4,6,5,4,5,3,5,5,5,2,8,11,9,8,8,7,12,8,9,9,9,11,7,6,10,6,17,9,7,8,11,13,8,6,7,8,3,6,6,5,1,,5,1,3,3,,,,,1,,,,,,,,,,370,
8417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,1,,,,,,,,,1,,,,,,1,1,1,1,2,,1,,,1,1,1,2,1,,,,,,,1,,1,,,1,,,,,,,,,,,,,,22,
8418,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,1,1,1,1,2,,1,1,1,,1,,,,,1,,2,1,,,,,1,1,,1,1,2,1,2,,1,2,3,3,4,2,4,2,,1,3,2,,4,1,,5,3,2,3,4,3,4,2,3,4,1,2,1,,2,,,,,,1,,,,,,,,,,,,,,,98,
8419,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,1,,,,,,1,,,1,,,,2,1,,,,,1,,2,1,,2,,1,,1,1,1,3,2,3,2,,1,,,3,1,1,2,,3,,,1,2,1,1,1,,1,,,3,,,,,,,,,,,,,,,,,,,,,,51,
8420,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,2,1,2,,,1,,1,3,2,,,1,,,,1,3,1,,3,1,1,4,1,,2,3,2,1,2,,,1,1,,1,,3,1,,1,,,,,,1,,,,,,,,,,,52,
8421,2,,,,,,,,,,,,,,,,,,,,,1,,,,,2,1,,1,,,1,,,,,,,,,1,3,1,1,,1,,2,,1,3,,,1,1,2,1,1,2,2,1,2,4,,4,1,4,1,3,3,3,2,6,4,4,1,2,6,5,5,3,3,3,2,6,3,,3,2,2,1,1,2,3,2,,,1,,,,,,,1,,,,,,,,,130,
9101,40,3,1,3,1,3,1,1,,2,,,2,1,1,1,4,1,1,2,,3,3,2,,4,4,2,2,4,2,6,1,4,1,4,4,11,7,7,2,3,10,13,9,12,9,5,10,11,15,26,6,20,17,14,7,18,16,17,15,20,21,22,21,18,20,15,30,24,29,27,30,41,31,27,40,33,28,40,47,46,37,36,48,57,36,42,31,37,31,25,27,23,18,14,11,13,9,11,5,1,3,,,3,,,,,,,,,1522,
9102,3,1,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,,,,1,,,,,,2,1,,,1,,,1,,1,,3,3,1,2,,2,2,1,2,1,,1,2,,5,1,2,2,3,6,2,2,8,3,4,5,3,6,5,3,3,4,7,6,4,3,4,5,6,6,1,3,4,3,8,2,1,2,1,3,,,,1,,,1,,,,,,,,,,,173,
9103,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,2,,1,,2,,1,2,1,,,,,2,,,1,2,2,1,,4,3,1,4,,3,3,3,3,3,4,1,3,5,3,2,2,6,2,2,2,3,4,2,2,9,6,6,,6,6,3,,1,1,1,4,,1,,1,1,,1,,,,,,,,,,,,,139,
9104,2,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,1,,,,,1,,,,,,1,,1,,,,,,,,,,2,1,,1,,1,1,,2,1,1,1,2,2,1,1,,1,2,,2,4,1,1,,1,1,1,,2,2,,,,,,,,,,,,,,,,,,,,,,45,
9105,3,,1,,,,,,,,,,,,,,,,,,,1,,2,,1,,1,,,1,2,2,1,,,,,,,1,,1,2,2,4,,,2,2,2,1,1,4,2,1,4,4,4,3,3,2,2,1,1,5,1,2,1,1,4,6,4,5,1,4,4,3,4,6,9,5,6,3,3,4,4,1,6,7,3,3,3,1,4,,1,1,,,1,,,,,,,,,,,,,,180,
9106,1,,,,,,,,,,,,,,1,,,,,1,1,,,1,,,1,,,,1,,1,1,,,,,,,,,,,,,1,1,,1,,,1,2,,,1,1,1,1,,2,,,1,2,,2,2,4,3,3,3,3,1,1,3,3,3,4,4,4,2,1,2,2,2,4,1,1,4,,2,2,1,,,,,,,,,,,,,,,,,,,,91,
9107,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,,,1,,,1,,1,,,,,,1,,,,1,,1,,,1,,2,,,,1,1,3,2,1,,4,,1,1,3,1,1,1,4,4,3,3,1,2,6,5,2,5,4,4,2,3,4,7,1,2,2,3,2,7,2,5,4,2,2,4,1,,,,,,,,,,,,,,,,,129,
9108,6,,,,,,,,,,,,,1,,1,,,1,,,2,,2,1,,1,,3,,,2,2,,1,,2,2,,1,,,,,1,3,1,,1,,3,,1,1,,1,4,4,2,3,2,2,5,2,3,2,4,2,1,9,4,12,7,7,2,4,6,7,3,15,9,7,10,11,8,4,5,8,11,10,4,4,4,1,2,2,,,1,,,,,,1,,,,,,,,,,254,
9109,2,1,,,,,,,1,,,,,,,,,1,,,,,,,1,,,1,1,1,1,,,1,1,,,2,2,1,,1,1,,,1,,1,,2,,1,1,2,4,1,,1,3,2,1,3,4,6,3,1,1,,7,4,5,5,7,5,1,1,3,6,7,2,4,4,6,5,4,4,5,1,4,2,3,2,2,3,5,2,,1,,,,1,,,,,,,,,,,,,168,
9110,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,2,,,,,1,,,1,,,,,,,,2,1,1,1,,,1,1,1,,,,1,1,4,1,,,1,,,,,1,1,1,2,2,1,1,1,,,,,,,,,,,,,,,,,1,,,,,36,
9111,2,,,,,1,,1,,,,,,1,,,,2,1,,,1,,3,,1,1,,,1,,1,,1,1,,1,2,1,2,,4,1,4,1,1,2,,,3,1,4,2,3,1,1,1,5,,5,1,2,1,3,7,1,2,6,2,2,8,2,6,4,6,5,1,3,9,7,10,8,7,7,10,6,4,8,4,9,6,2,6,2,3,1,2,,1,,1,,1,,,,,,,,,,,,239,
9112,10,1,1,,,,,1,,,,,,,,1,,,1,2,,1,2,1,1,,,,,,,1,1,1,1,,1,1,,1,5,2,5,1,2,2,,3,4,1,6,3,4,3,6,3,4,4,4,7,4,5,3,7,8,7,9,4,6,8,4,5,12,6,5,12,10,8,8,11,7,10,7,8,10,9,10,6,6,11,2,10,8,2,2,4,2,1,2,,,,,1,2,,,,,,,,,,360,
9113,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,2,,1,,,1,1,,,1,2,,1,1,,2,,,1,1,1,1,1,,1,1,,1,,,2,1,2,1,1,1,,1,1,3,1,2,4,,2,4,,1,1,,1,,,3,,,,,,,,,,,,,,,,,,55,
